name,mmsi,imo_number,vessel_type,flag,latitude,longitude,status,speed,course,heading,callsign,destination,eta,length,width,draft
ANL DARWIN TRADER,210040000,IMO210040000,Other,🇸🇬,1.2573066666666668,103.78158166666667,active,0.0,0.00,0,CALL040000,Unknown,2026-02-26 18:03:37.452760+00:00,100.00,20.00,8.00
BLUE THISTLE,518100214,IMO518100214,Other,🏳️,51.22490333333334,2.9388316666666667,active,0.0,0.00,0,CALL100214,Unknown,2026-02-26 18:03:37.537954+00:00,100.00,20.00,8.00
Z41 ALBERT BOS,205263000,IMO205263000,Other,🏳️,51.232330000000005,2.9353233333333337,active,0.0,0.00,0,CALL263000,Unknown,2026-02-26 18:03:37.623371+00:00,100.00,20.00,8.00
Z-24 ELIA,205632000,IMO205632000,Other,🏳️,51.231300000000005,2.934521666666667,active,0.0,0.00,0,CALL632000,Unknown,2026-02-26 18:03:37.708906+00:00,100.00,20.00,8.00
Vessel-992056007,992056007,IMO992056007,Other,🏳️,51.602666666666664,2.9035,active,0.0,0.00,0,CALL056007,Unknown,2026-02-26 18:03:37.792727+00:00,100.00,20.00,8.00
REAKTOR,205529190,IMO205529190,Other,🏳️,51.23217833333333,2.9238483333333334,active,0.0,0.00,0,CALL529190,Unknown,2026-02-26 18:03:37.878125+00:00,100.00,20.00,8.00
ZEEPAARD,3381234,IMO3381234,Other,🇺🇸,32.880136666666665,-118.44170000000001,active,0.0,0.00,0,CALL381234,Unknown,2026-02-26 18:03:37.962688+00:00,100.00,20.00,8.00
TIBURON,338010967,IMO338010967,Other,🇺🇸,33.754385,-118.11338,active,0.0,0.00,0,CALL010967,Unknown,2026-02-26 18:03:38.047979+00:00,100.00,20.00,8.00
CANDICE L,367395980,IMO367395980,Other,🇺🇸,36.956048333333335,-76.32975166666667,active,0.0,0.00,0,CALL395980,Unknown,2026-02-26 18:03:38.133287+00:00,100.00,20.00,8.00
SERENDIPITER,338232506,IMO338232506,Other,🇺🇸,33.848205,-118.39777333333333,active,0.0,0.00,0,CALL232506,Unknown,2026-02-26 18:03:38.218258+00:00,100.00,20.00,8.00
BAYWATCH15,338145694,IMO338145694,Other,🇺🇸,33.97089833333333,-118.44661166666667,active,0.0,0.00,0,CALL145694,Unknown,2026-02-26 18:03:38.303027+00:00,100.00,20.00,8.00
ATLANTIC  MATE,236683000,IMO236683000,Other,🏳️,51.73162166666667,2.6773966666666666,active,0.0,0.00,0,CALL683000,Unknown,2026-02-26 18:03:38.524458+00:00,100.00,20.00,8.00
DE NIEUWE VISIE,205393590,IMO205393590,Other,🏳️,51.232443333333336,2.9237783333333334,active,0.0,0.00,0,CALL393590,Unknown,2026-02-26 18:03:38.675468+00:00,100.00,20.00,8.00
PHOENIX K,372712000,IMO372712000,Other,🇺🇸,33.704,-118.2335,active,0.0,0.00,0,CALL712000,Unknown,2026-02-26 18:03:38.772131+00:00,100.00,20.00,8.00
CAPT STEVE,367093970,IMO367093970,Other,🇺🇸,39.20892666666667,-76.58286,active,0.0,0.00,0,CALL093970,Unknown,2026-02-26 18:03:38.855993+00:00,100.00,20.00,8.00
M T VAYU,636016653,IMO636016653,Other,🇸🇬,1.29088,103.92685333333334,active,0.0,0.00,0,CALL016653,Unknown,2026-02-26 18:03:38.942350+00:00,100.00,20.00,8.00
MARTIN EXPLORER,366884140,IMO366884140,Other,🇺🇸,39.80636666666667,-75.41912666666667,active,0.0,0.00,0,CALL884140,Unknown,2026-02-26 18:03:39.028381+00:00,100.00,20.00,8.00
HUNTSMAN,368081170,IMO368081170,Other,🇺🇸,36.85281833333333,-76.30819333333334,active,0.0,0.00,0,CALL081170,Unknown,2026-02-26 18:03:39.111562+00:00,100.00,20.00,8.00
NJORD PETREL,235095777,IMO235095777,Other,🇬🇧,51.32973666666667,1.422815,active,0.0,0.00,0,CALL095777,Unknown,2026-02-26 18:03:39.195645+00:00,100.00,20.00,8.00
CALUSA COAST,367029960,IMO367029960,Other,🇺🇸,39.863348333333334,-75.22193,active,0.0,0.00,0,CALL029960,Unknown,2026-02-26 18:03:39.280654+00:00,100.00,20.00,8.00
INTERASIA TRANSCEND,563243500,IMO563243500,Other,🇸🇬,1.2138466666666665,103.89165,active,0.0,0.00,0,CALL243500,Unknown,2026-02-26 18:03:39.355562+00:00,100.00,20.00,8.00
DALE PYATT,367766220,IMO367766220,Other,🇺🇸,39.208975,-76.58161333333334,active,0.0,0.00,0,CALL766220,Unknown,2026-02-26 18:03:39.439985+00:00,100.00,20.00,8.00
WAH FU NO. 108,477997316,IMO477997316,Other,🇨🇳,22.326151666666664,114.14778666666666,active,0.0,0.00,0,CALL997316,Unknown,2026-02-26 18:03:39.524612+00:00,100.00,20.00,8.00
Vessel-993672437,993672437,IMO993672437,Other,🇺🇸,37.022153333333335,-76.14905166666668,active,0.0,0.00,0,CALL672437,Unknown,2026-02-26 18:03:39.610012+00:00,100.00,20.00,8.00
ALAM KUASA,533130882,IMO533130882,Other,🇸🇬,1.2408700000000001,103.89863666666666,active,0.0,0.00,0,CALL130882,Unknown,2026-02-26 18:03:39.694664+00:00,100.00,20.00,8.00
ORANJEBORG,246265000,IMO246265000,Other,🇺🇸,39.920275,-75.13823833333332,active,0.0,0.00,0,CALL265000,Unknown,2026-02-26 18:03:39.998527+00:00,100.00,20.00,8.00
AASHEIM,255769000,IMO255769000,Other,🏳️,51.824695,2.91818,active,0.0,0.00,0,CALL769000,Unknown,2026-02-26 18:03:40.111096+00:00,100.00,20.00,8.00
HERCULES,368136950,IMO368136950,Other,🇺🇸,33.74153333333333,-118.1945,active,0.0,0.00,0,CALL136950,Unknown,2026-02-26 18:03:40.197373+00:00,100.00,20.00,8.00
Vessel-5631106,5631106,IMO5631106,Other,🇸🇬,1.2666666666666666,103.85,active,0.0,0.00,0,CALL631106,Unknown,2026-02-26 18:03:40.282594+00:00,100.00,20.00,8.00
BLUEFIN-A-DINI,338407581,IMO338407581,Other,🇺🇸,33.764335,-118.25098333333334,active,0.0,0.00,0,CALL407581,Unknown,2026-02-26 18:03:40.367044+00:00,100.00,20.00,8.00
Vessel-993672311,993672311,IMO993672311,Other,🇺🇸,39.219175,-76.528055,active,0.0,0.00,0,CALL672311,Unknown,2026-02-26 18:03:40.464026+00:00,100.00,20.00,8.00
MARINA ZIRCON,563022820,IMO563022820,Other,🇸🇬,1.2918983333333334,103.73096333333334,active,0.0,0.00,0,CALL022820,Unknown,2026-02-26 18:03:40.547565+00:00,100.00,20.00,8.00
ENFORCER 3.1,265036460,IMO265036460,Other,🇺🇸,32.721983333333334,-117.22748166666666,active,0.0,0.00,0,CALL036460,Unknown,2026-02-26 18:03:40.644258+00:00,100.00,20.00,8.00
WILLIAM JOY,368067680,IMO368067680,Other,🇺🇸,36.80225333333333,-121.78520833333333,active,0.0,0.00,0,CALL067680,Unknown,2026-02-26 18:03:40.729056+00:00,100.00,20.00,8.00
CODESA1,601332000,IMO601332000,Other,🏳️,-33.91707833333333,18.448488333333334,active,0.0,0.00,0,CALL332000,Unknown,2026-02-26 18:03:40.813292+00:00,100.00,20.00,8.00
INTERLINK CELERITY,538005702,IMO538005702,Other,🇬🇧,51.00603,1.4456433333333334,active,0.0,0.00,0,CALL005702,Unknown,2026-02-26 18:03:40.909378+00:00,100.00,20.00,8.00
CHEMICAL RANGER,538010423,IMO538010423,Tanker,🇬🇧,51.03404666666667,1.375385,active,0.0,0.00,0,CALL010423,Unknown,2026-02-26 18:03:40.994492+00:00,100.00,20.00,8.00
Vessel-2320062,2320062,IMO2320062,Other,🇬🇧,51.38110833333334,1.404875,active,0.0,0.00,0,CALL320062,Unknown,2026-02-26 18:03:41.068653+00:00,100.00,20.00,8.00
HONA KAI,368260290,IMO368260290,Other,🇺🇸,32.72654,-117.20985666666667,active,0.0,0.00,0,CALL260290,Unknown,2026-02-26 18:03:41.164210+00:00,100.00,20.00,8.00
PAN AMBER,441487000,IMO441487000,Other,🇸🇬,1.256065,103.892365,active,0.0,0.00,0,CALL487000,Unknown,2026-02-26 18:03:41.360469+00:00,100.00,20.00,8.00
PYEWACKET,367553460,IMO367553460,Other,🇺🇸,33.68643333333333,-118.27196833333333,active,0.0,0.00,0,CALL553460,Unknown,2026-02-26 18:03:41.483956+00:00,100.00,20.00,8.00
NOAHS ARK,366934770,IMO366934770,Other,🇺🇸,36.80473666666667,-121.78518000000001,active,0.0,0.00,0,CALL934770,Unknown,2026-02-26 18:03:41.576606+00:00,100.00,20.00,8.00
MARCUS G. LANGSETH,367059880,IMO367059880,Other,🇺🇸,32.69682666666667,-117.23265333333333,active,0.0,0.00,0,CALL059880,Unknown,2026-02-26 18:03:41.660930+00:00,100.00,20.00,8.00
SC XIAMEN,477225700,IMO477225700,Other,🇸🇬,1.1848833333333333,103.74745,active,0.0,0.00,0,CALL225700,Unknown,2026-02-26 18:03:48.054488+00:00,100.00,20.00,8.00
NOBLE JADE TG40,563009046,IMO563009046,Other,🇸🇬,1.2398233333333333,103.74713333333334,active,0.0,0.00,0,CALL009046,Unknown,2026-02-26 18:03:48.362028+00:00,100.00,20.00,8.00
ORKIM EMERALD,533132083,IMO533132083,Other,🇸🇬,1.2486933333333332,103.800865,active,0.0,0.00,0,CALL132083,Unknown,2026-02-26 18:03:48.469342+00:00,100.00,20.00,8.00
XIN GUO,477995512,IMO477995512,Other,🇨🇳,22.287668333333333,114.15918333333335,active,0.0,0.00,0,CALL995512,Unknown,2026-02-26 18:03:48.566227+00:00,100.00,20.00,8.00
EUPHRATES,538005747,IMO538005747,Other,🇸🇬,1.2723066666666665,103.92765,active,0.0,0.00,0,CALL005747,Unknown,2026-02-26 18:03:48.651535+00:00,100.00,20.00,8.00
SILIA T,241965000,IMO241965000,Other,🇺🇸,33.904223333333334,-118.45122666666666,active,0.0,0.00,0,CALL965000,Unknown,2026-02-26 18:03:48.747928+00:00,100.00,20.00,8.00
KOS,636025411,IMO636025411,Other,🇸🇬,1.254835,103.89878,active,0.0,0.00,0,CALL025411,Unknown,2026-02-26 18:03:48.831861+00:00,100.00,20.00,8.00
AKVAVIT,368205160,IMO368205160,Other,🇺🇸,38.723126666666666,-76.54250666666667,active,0.0,0.00,0,CALL205160,Unknown,2026-02-26 18:03:48.917416+00:00,100.00,20.00,8.00
TYLER BELLE,338236311,IMO338236311,Other,🇺🇸,38.97891,-76.33133500000001,active,0.0,0.00,0,CALL236311,Unknown,2026-02-26 18:03:49.001818+00:00,100.00,20.00,8.00
HUCKLEBERRY2-02%,338501908,IMO338501908,Other,🇺🇸,33.84941666666666,-118.40040666666667,active,0.0,0.00,0,CALL501908,Unknown,2026-02-26 18:03:49.223322+00:00,100.00,20.00,8.00
GRANDE MANILA,247417300,IMO247417300,Other,🏳️,-34.28421166666667,17.999615,active,0.0,0.00,0,CALL417300,Unknown,2026-02-26 18:03:49.329459+00:00,100.00,20.00,8.00
THE COTAI STRIP EXPO,477937300,IMO477937300,Other,🇨🇳,22.318305000000002,114.15031166666667,active,0.0,0.00,0,CALL937300,Unknown,2026-02-26 18:03:49.415639+00:00,100.00,20.00,8.00
ALASKAN EXPLORER,303294000,IMO303294000,Other,🇺🇸,38.94194666666667,-75.17129166666668,active,0.0,0.00,0,CALL294000,Unknown,2026-02-26 18:03:49.499681+00:00,100.00,20.00,8.00
RUN LONG 888,413773029,IMO413773029,Other,🇨🇳,22.353761666666667,114.11566666666666,active,0.0,0.00,0,CALL773029,Unknown,2026-02-26 18:03:49.792624+00:00,100.00,20.00,8.00
CONOR Q,601258800,IMO601258800,Other,🏳️,-33.91670833333333,18.44798666666667,active,0.0,0.00,0,CALL258800,Unknown,2026-02-26 18:03:49.891682+00:00,100.00,20.00,8.00
OPL EXPRESS 1,563037870,IMO563037870,Cargo,🇸🇬,1.2616283333333334,103.81836166666668,active,0.0,0.00,0,CALL037870,Unknown,2026-02-26 18:03:49.976404+00:00,100.00,20.00,8.00
Vessel-993672498,993672498,IMO993672498,Other,🇺🇸,39.73584166666667,-75.49827333333333,active,0.0,0.00,0,CALL672498,Unknown,2026-02-26 18:03:50.061374+00:00,100.00,20.00,8.00
XING HANG 389,413247850,IMO413247850,Other,🇨🇳,22.305921666666666,114.12588000000001,active,0.0,0.00,0,CALL247850,Unknown,2026-02-26 18:03:50.148815+00:00,100.00,20.00,8.00
SAPPORO PRINCESS,636017817,IMO636017817,Passenger,🏳️,1.1030666666666666,103.74003333333333,active,0.0,0.00,0,CALL017817,Unknown,2026-02-26 18:03:50.243103+00:00,100.00,20.00,8.00
AYER CHERDAS,565102000,IMO565102000,Other,🇸🇬,1.2482216666666666,103.915695,active,0.0,0.00,0,CALL102000,Unknown,2026-02-26 18:03:50.328654+00:00,100.00,20.00,8.00
MARY HOPE II,367136880,IMO367136880,Other,🇺🇸,36.922853333333336,-76.33682999999999,active,0.0,0.00,0,CALL136880,Unknown,2026-02-26 18:03:50.413076+00:00,100.00,20.00,8.00
Vessel-996011030,996011030,IMO996011030,Other,🏳️,-33.88173333333334,18.487613333333336,active,0.0,0.00,0,CALL011030,Unknown,2026-02-26 18:03:50.498243+00:00,100.00,20.00,8.00
Vessel-367695640,367695640,IMO367695640,Other,🇺🇸,33.981318333333334,-118.44591833333334,active,0.0,0.00,0,CALL695640,Unknown,2026-02-26 18:03:50.583383+00:00,100.00,20.00,8.00
M/V MOLLY KAYTE,338313733,IMO338313733,Other,🇺🇸,38.82969666666667,-76.54727333333334,active,0.0,0.00,0,CALL313733,Unknown,2026-02-26 18:03:50.668026+00:00,100.00,20.00,8.00
FANTASEA ONE,367404860,IMO367404860,Cargo,🇺🇸,33.98331666666667,-118.45594333333334,active,0.0,0.00,0,CALL404860,Unknown,2026-02-26 18:03:50.832924+00:00,100.00,20.00,8.00
HAI BA,477608100,IMO477608100,Other,🇨🇳,22.3272,114.13018333333333,active,0.0,0.00,0,CALL608100,Unknown,2026-02-26 18:03:51.101756+00:00,100.00,20.00,8.00
AVRO WARRIOR,601195500,IMO601195500,Other,🏳️,-33.90674833333333,18.425845,active,0.0,0.00,0,CALL195500,Unknown,2026-02-26 18:03:51.213442+00:00,100.00,20.00,8.00
NOBLE ORION TG46,563009210,IMO563009210,Other,🇸🇬,1.24662,103.70877666666667,active,0.0,0.00,0,CALL009210,Unknown,2026-02-26 18:03:51.311503+00:00,100.00,20.00,8.00
MIAMI,367479630,IMO367479630,Other,🇺🇸,39.92222,-75.134375,active,0.0,0.00,0,CALL479630,Unknown,2026-02-26 18:03:51.429219+00:00,100.00,20.00,8.00
KHATIM,565888000,IMO565888000,Other,🇸🇬,1.2272466666666666,103.71767,active,0.0,0.00,0,CALL888000,Unknown,2026-02-26 18:03:51.514475+00:00,100.00,20.00,8.00
SAN GIOVANNI,367062870,IMO367062870,Other,🇺🇸,36.60577833333333,-121.89094833333334,active,0.0,0.00,0,CALL062870,Unknown,2026-02-26 18:03:51.598792+00:00,100.00,20.00,8.00
CHESSA,368121120,IMO368121120,Other,🇺🇸,36.9231,-76.187515,active,0.0,0.00,0,CALL121120,Unknown,2026-02-26 18:03:51.683339+00:00,100.00,20.00,8.00
KANDLA EXPRESS,636093294,IMO636093294,Cargo,🏳️,39.49884833333333,-73.93332666666667,active,0.0,0.00,0,CALL093294,Unknown,2026-02-26 18:03:52.097804+00:00,100.00,20.00,8.00
AMETHYST,209223000,IMO209223000,Other,🏳️,51.35955,2.946285,active,0.0,0.00,0,CALL223000,Unknown,2026-02-26 18:03:52.182308+00:00,100.00,20.00,8.00
Vessel-993672318,993672318,IMO993672318,Other,🇺🇸,38.993833333333335,-76.379265,active,0.0,0.00,0,CALL672318,Unknown,2026-02-26 18:03:52.267432+00:00,100.00,20.00,8.00
Vessel-993672390,993672390,IMO993672390,Other,🏳️,38.78028666666667,-74.57556,active,0.0,0.00,0,CALL672390,Unknown,2026-02-26 18:03:52.874814+00:00,100.00,20.00,8.00
LONG ISLAND,367376440,IMO367376440,Other,🇺🇸,39.243384999999996,-76.57071833333333,active,0.0,0.00,0,CALL376440,Unknown,2026-02-26 18:03:53.734238+00:00,100.00,20.00,8.00
VASCO DA GAMA,205744000,IMO205744000,Other,🇸🇬,1.2424283333333332,103.72353333333334,active,0.0,0.00,0,CALL744000,Unknown,2026-02-26 18:03:54.018063+00:00,100.00,20.00,8.00
QUIET STORM,368246350,IMO368246350,Other,🇺🇸,39.79980833333333,-74.181905,active,0.0,0.00,0,CALL246350,Unknown,2026-02-26 18:03:54.115502+00:00,100.00,20.00,8.00
CHALLENGE PINNACLE,371414000,IMO371414000,Other,🏳️,1.2222416666666667,103.81541666666666,active,0.0,0.00,0,CALL414000,Unknown,2026-02-26 18:03:54.234622+00:00,100.00,20.00,8.00
LORI L,367301080,IMO367301080,Other,🇺🇸,39.750750000000004,-74.114475,active,0.0,0.00,0,CALL301080,Unknown,2026-02-26 18:03:54.319328+00:00,100.00,20.00,8.00
Vessel-992051011,992051011,IMO992051011,Other,🏳️,51.5448,2.978466666666667,active,0.0,0.00,0,CALL051011,Unknown,2026-02-26 18:03:54.405524+00:00,100.00,20.00,8.00
OCEANSIDE 95,367150450,IMO367150450,Other,🇺🇸,32.72302666666666,-117.22601333333334,active,0.0,0.00,0,CALL150450,Unknown,2026-02-26 18:03:55.608334+00:00,100.00,20.00,8.00
ABBE MANN,205001000,IMO205001000,Other,🏳️,51.22930833333333,2.9383116666666664,active,0.0,0.00,0,CALL001000,Unknown,2026-02-26 18:03:55.693121+00:00,100.00,20.00,8.00
VAAR-WEL RAVEEL,205180000,IMO205180000,Other,🏳️,51.14790166666667,2.73151,active,0.0,0.00,0,CALL180000,Unknown,2026-02-26 18:03:55.778229+00:00,100.00,20.00,8.00
Vessel-2053501,2053501,IMO2053501,Other,🏳️,51.242015,2.9199866666666665,active,0.0,0.00,0,CALL053501,Unknown,2026-02-26 18:03:55.884784+00:00,100.00,20.00,8.00
Vessel-996011031,996011031,IMO996011031,Other,🏳️,-33.901426666666666,18.399794999999997,active,0.0,0.00,0,CALL011031,Unknown,2026-02-26 18:03:55.970281+00:00,100.00,20.00,8.00
KIMBERLY C,367302540,IMO367302540,Other,🇺🇸,36.933555,-75.97685666666666,active,0.0,0.00,0,CALL302540,Unknown,2026-02-26 18:03:56.055058+00:00,100.00,20.00,8.00
SEA GUARDIAN,368146960,IMO368146960,Other,🇺🇸,33.75504166666666,-118.21654666666667,active,0.0,0.00,0,CALL146960,Unknown,2026-02-26 18:03:56.139440+00:00,100.00,20.00,8.00
LINE ITEM II,338536279,IMO338536279,Other,🇺🇸,33.462156666666665,-117.70235333333333,active,0.0,0.00,0,CALL536279,Unknown,2026-02-26 18:03:56.213651+00:00,100.00,20.00,8.00
BAJA VIDA,338301944,IMO338301944,Other,🇺🇸,32.719258333333336,-117.225,active,0.0,0.00,0,CALL301944,Unknown,2026-02-26 18:03:56.298659+00:00,100.00,20.00,8.00
Vessel-993672596,993672596,IMO993672596,Other,🇺🇸,39.747386666666664,-75.49088,active,0.0,0.00,0,CALL672596,Unknown,2026-02-26 18:03:56.476313+00:00,100.00,20.00,8.00
PILOT22,477995056,IMO477995056,Other,🇨🇳,22.311916666666665,114.15889166666666,active,0.0,0.00,0,CALL995056,Unknown,2026-02-26 18:03:56.561146+00:00,100.00,20.00,8.00
STRAITS MUNIFICENT,563927000,IMO563927000,Other,🇸🇬,1.1841949999999999,103.79442,active,0.0,0.00,0,CALL927000,Unknown,2026-02-26 18:03:56.801610+00:00,100.00,20.00,8.00
Vessel-992051026,992051026,IMO992051026,Other,🏳️,51.64833333333333,2.7550000000000003,active,0.0,0.00,0,CALL051026,Unknown,2026-02-26 18:03:56.892056+00:00,100.00,20.00,8.00
LOUISIANA,338110000,IMO338110000,Other,🇺🇸,33.663385,-118.79239,active,0.0,0.00,0,CALL110000,Unknown,2026-02-26 18:03:56.971142+00:00,100.00,20.00,8.00
HINEMOANA,563086910,IMO563086910,Other,🇸🇬,1.2647233333333332,103.81371,active,0.0,0.00,0,CALL086910,Unknown,2026-02-26 18:03:57.046148+00:00,100.00,20.00,8.00
CG45713,369493713,IMO369493713,Other,🇺🇸,36.884725,-76.352465,active,0.0,0.00,0,CALL493713,Unknown,2026-02-26 18:03:57.131415+00:00,100.00,20.00,8.00
MAERSK ALTAIR,565570000,IMO565570000,Cargo,🇺🇸,33.730286666666665,-118.25466166666666,active,0.0,0.00,0,CALL570000,Unknown,2026-02-26 18:03:57.215197+00:00,100.00,20.00,8.00
HEIKE LEHMANN,305050000,IMO305050000,Other,🇬🇧,51.19148666666667,1.6401316666666665,active,0.0,0.00,0,CALL050000,Unknown,2026-02-26 18:03:57.301164+00:00,100.00,20.00,8.00
INDUS PROSPERITY,563866000,IMO563866000,Other,🇫🇷,51.05490666666667,1.78915,active,0.0,0.00,0,CALL866000,Unknown,2026-02-26 18:03:57.385717+00:00,100.00,20.00,8.00
LINK GALAXY,257306000,IMO257306000,Other,🇬🇧,51.69095,1.7445583333333334,active,0.0,0.00,0,CALL306000,Unknown,2026-02-26 18:03:57.470207+00:00,100.00,20.00,8.00
Vessel-993672479,993672479,IMO993672479,Other,🇺🇸,35.06393166666667,-76.01296833333335,active,0.0,0.00,0,CALL672479,Unknown,2026-02-26 18:03:57.575903+00:00,100.00,20.00,8.00
Vessel-993692196,993692196,IMO993692196,Other,🇺🇸,33.478611666666666,-118.605755,active,0.0,0.00,0,CALL692196,Unknown,2026-02-26 18:03:57.695608+00:00,100.00,20.00,8.00
Vessel-563019890,563019890,IMO563019890,Other,🇸🇬,1.2540983333333335,103.785085,active,0.0,0.00,0,CALL019890,Unknown,2026-02-26 18:03:57.791650+00:00,100.00,20.00,8.00
NORTH MOON,563231400,IMO563231400,Other,🏳️,1.1881683333333333,103.95374333333332,active,0.0,0.00,0,CALL231400,Unknown,2026-02-26 18:03:57.878071+00:00,100.00,20.00,8.00
SONANGOL NAMIBE,309072000,IMO309072000,Other,🏳️,1.20421,103.60824166666666,active,0.0,0.00,0,CALL072000,Unknown,2026-02-26 18:03:58.023301+00:00,100.00,20.00,8.00
Vessel-992051016,992051016,IMO992051016,Other,🏳️,51.626,2.9553333333333334,active,0.0,0.00,0,CALL051016,Unknown,2026-02-26 18:03:58.123788+00:00,100.00,20.00,8.00
Vessel-995636005,995636005,IMO995636005,Other,🇸🇬,1.2873166666666667,103.65663166666667,active,0.0,0.00,0,CALL636005,Unknown,2026-02-26 18:03:59.866806+00:00,100.00,20.00,8.00
Vessel-601020600,601020600,IMO601020600,Other,🏳️,-33.906695,18.423513333333336,active,0.0,0.00,0,CALL020600,Unknown,2026-02-26 18:03:59.951010+00:00,100.00,20.00,8.00
RBFD BOAT 63,338334114,IMO338334114,Other,🇺🇸,33.84699333333334,-118.39857666666667,active,0.0,0.00,0,CALL334114,Unknown,2026-02-26 18:04:02.751969+00:00,100.00,20.00,8.00
ZHI LI 828,413903059,IMO413903059,Other,🇨🇳,22.353805,114.11579,active,0.0,0.00,0,CALL903059,Unknown,2026-02-26 18:04:02.837024+00:00,100.00,20.00,8.00
Vessel-993672743,993672743,IMO993672743,Other,🇺🇸,39.08373166666667,-75.187905,active,0.0,0.00,0,CALL672743,Unknown,2026-02-26 18:04:02.922060+00:00,100.00,20.00,8.00
CIELO MARE,538070708,IMO538070708,Other,🇺🇸,33.723956666666666,-118.27968333333334,active,0.0,0.00,0,CALL070708,Unknown,2026-02-26 18:04:03.006512+00:00,100.00,20.00,8.00
CTRACTOR-8,366982190,IMO366982190,Other,🇺🇸,32.71765166666667,-117.19083166666665,active,0.0,0.00,0,CALL982190,Unknown,2026-02-26 18:04:03.114206+00:00,100.00,20.00,8.00
MAKIN MEMORIES,338494581,IMO338494581,Other,🇺🇸,33.98108833333333,-118.45185166666667,active,0.0,0.00,0,CALL494581,Unknown,2026-02-26 18:04:03.208352+00:00,100.00,20.00,8.00
BLUE SEA,367177060,IMO367177060,Other,🇺🇸,36.968023333333335,-76.41423333333334,active,0.0,0.00,0,CALL177060,Unknown,2026-02-26 18:04:03.294828+00:00,100.00,20.00,8.00
CARLUNG,477995253,IMO477995253,Other,🇨🇳,22.366691666666668,114.10106999999999,active,0.0,0.00,0,CALL995253,Unknown,2026-02-26 18:04:03.379748+00:00,100.00,20.00,8.00
SEASPAN GARIBALDI,352004278,IMO352004278,Other,🇺🇸,33.703873333333334,-118.15516166666666,active,0.0,0.00,0,CALL004278,Unknown,2026-02-26 18:04:03.498986+00:00,100.00,20.00,8.00
KOTA PRIMROSE,636015516,IMO636015516,Other,🇸🇬,1.2639749999999998,103.83386,active,0.0,0.00,0,CALL015516,Unknown,2026-02-26 18:04:03.780352+00:00,100.00,20.00,8.00
BRACERO,338334852,IMO338334852,Other,🏳️,33.45953,-117.70142333333334,active,0.0,0.00,0,CALL334852,Unknown,2026-02-26 18:04:03.890218+00:00,100.00,20.00,8.00
TRUTH,367384840,IMO367384840,Other,🇺🇸,32.72252666666667,-117.22646666666667,active,0.0,0.00,0,CALL384840,Unknown,2026-02-26 18:04:03.986421+00:00,100.00,20.00,8.00
Vessel-338429769,338429769,IMO338429769,Other,🇺🇸,33.69181666666667,-118.29665833333334,active,0.0,0.00,0,CALL429769,Unknown,2026-02-26 18:04:04.071407+00:00,100.00,20.00,8.00
PACIFIC HARMONY,477996613,IMO477996613,Passenger,🇨🇳,22.366233333333334,114.10715666666667,active,0.0,0.00,0,CALL996613,Unknown,2026-02-26 18:04:04.156283+00:00,100.00,20.00,8.00
QUEST,338384282,IMO338384282,Other,🇺🇸,33.720236666666665,-118.281435,active,0.0,0.00,0,CALL384282,Unknown,2026-02-26 18:04:04.241832+00:00,100.00,20.00,8.00
SUMBER JAYA XV,525801847,IMO525801847,Other,🇸🇬,1.239485,103.79034833333334,active,0.0,0.00,0,CALL801847,Unknown,2026-02-26 18:04:04.393882+00:00,100.00,20.00,8.00
BLUE MARLIN,248314000,IMO248314000,Other,🇸🇬,1.2469733333333333,103.89492666666666,active,0.0,0.00,0,CALL314000,Unknown,2026-02-26 18:04:04.478266+00:00,100.00,20.00,8.00
UMBILO,601124000,IMO601124000,Other,🏳️,-33.90494333333333,18.42236666666667,active,0.0,0.00,0,CALL124000,Unknown,2026-02-26 18:04:04.563005+00:00,100.00,20.00,8.00
STEPHANIE DANN,338871000,IMO338871000,Other,🇺🇸,39.89369666666666,-75.20596333333333,active,0.0,0.00,0,CALL871000,Unknown,2026-02-26 18:04:04.648751+00:00,100.00,20.00,8.00
DARELL HIATT,368133450,IMO368133450,Other,🇺🇸,33.76671833333333,-118.237265,active,0.0,0.00,0,CALL133450,Unknown,2026-02-26 18:04:06.200188+00:00,100.00,20.00,8.00
MISTY DAWN,338390908,IMO338390908,Other,🇺🇸,33.76092,-118.1843,active,0.0,0.00,0,CALL390908,Unknown,2026-02-26 18:04:06.297385+00:00,100.00,20.00,8.00
FOXI LADY,367649040,IMO367649040,Other,🇺🇸,33.46053166666667,-117.70295,active,0.0,0.00,0,CALL649040,Unknown,2026-02-26 18:04:06.425179+00:00,100.00,20.00,8.00
SEA HAVEN,368573000,IMO368573000,Other,🇺🇸,32.71139166666667,-117.17369666666667,active,0.0,0.00,0,CALL573000,Unknown,2026-02-26 18:04:06.533778+00:00,100.00,20.00,8.00
JAMMIN,338143803,IMO338143803,Other,🇺🇸,38.782156666666666,-76.55904666666667,active,0.0,0.00,0,CALL143803,Unknown,2026-02-26 18:04:06.618429+00:00,100.00,20.00,8.00
PHASE 8,338236902,IMO338236902,Other,🇺🇸,33.975415,-118.44958166666667,active,0.0,0.00,0,CALL236902,Unknown,2026-02-26 18:04:06.702149+00:00,100.00,20.00,8.00
MCS TAKU CPP,235107648,IMO235107648,Other,🇬🇧,51.32928833333334,1.4199566666666668,active,0.0,0.00,0,CALL107648,Unknown,2026-02-26 18:04:06.776485+00:00,100.00,20.00,8.00
